"","committee_acronym","parliament_number","session_number","date_change","title","first_name","last_name","full_name"
"27.10","AANO","40","3","2010-03-04","Member","LaVar","Payne","LaVar Payne"
"27.11","AANO","40","3","2010-03-04","Member","Greg","Rickford","Greg Rickford"
"27.12","AANO","40","3","2010-03-04","Member","John","Weston","John Weston"
"28.1","AANO","40","3","2010-03-11","Chair","Bruce","Stanton","Bruce Stanton"
"28.2","AANO","40","3","2010-03-11","Co-chair","Todd Norman","Russell","Todd Norman Russell"
"28.3","AANO","40","3","2010-03-11","Co-chair","Jean","Crowder","Jean Crowder"
"28.4","AANO","40","3","2010-03-11","Member","Larry","Bagnell","Larry Bagnell"
"28.5","AANO","40","3","2010-03-11","Member","Rob","Clarke","Rob Clarke"
"28.6","AANO","40","3","2010-03-11","Member","Earl","Dreeshen","Earl Dreeshen"
"28.7","AANO","40","3","2010-03-11","Member","Marc","Lemay","Marc Lemay"
"28.8","AANO","40","3","2010-03-11","Member","Yvon","Lévesque","Yvon Lévesque"
"28.9","AANO","40","3","2010-03-11","Member","Anita","Neville","Anita Neville"
"28.10","AANO","40","3","2010-03-11","Member","LaVar","Payne","LaVar Payne"
"28.11","AANO","40","3","2010-03-11","Member","Greg","Rickford","Greg Rickford"
"28.12","AANO","40","3","2010-03-11","Member","John","Weston","John Weston"
"29.1","AANO","40","3","2010-09-27","Chair","Bruce","Stanton","Bruce Stanton"
"29.2","AANO","40","3","2010-09-27","Co-chair","Todd Norman","Russell","Todd Norman Russell"
"29.3","AANO","40","3","2010-09-27","Co-chair","Jean","Crowder","Jean Crowder"
"29.4","AANO","40","3","2010-09-27","Member","Larry","Bagnell","Larry Bagnell"
"29.5","AANO","40","3","2010-09-27","Member","Rob","Clarke","Rob Clarke"
"29.6","AANO","40","3","2010-09-27","Member","Earl","Dreeshen","Earl Dreeshen"
"29.7","AANO","40","3","2010-09-27","Member","Marc","Lemay","Marc Lemay"
"29.8","AANO","40","3","2010-09-27","Member","Yvon","Lévesque","Yvon Lévesque"
"29.9","AANO","40","3","2010-09-27","Member","Anita","Neville","Anita Neville"
"29.10","AANO","40","3","2010-09-27","Member","LaVar","Payne","LaVar Payne"
"29.11","AANO","40","3","2010-09-27","Member","Greg","Rickford","Greg Rickford"
"29.12","AANO","40","3","2010-09-27","Member","John","Weston","John Weston"
"30.1","AANO","40","3","2010-09-29","Chair","Bruce","Stanton","Bruce Stanton"
"30.2","AANO","40","3","2010-09-29","Co-chair","Todd Norman","Russell","Todd Norman Russell"
"30.3","AANO","40","3","2010-09-29","Co-chair","Jean","Crowder","Jean Crowder"
"30.4","AANO","40","3","2010-09-29","Member","Larry","Bagnell","Larry Bagnell"
"30.5","AANO","40","3","2010-09-29","Member","Rob","Clarke","Rob Clarke"
"30.6","AANO","40","3","2010-09-29","Member","Earl","Dreeshen","Earl Dreeshen"
"30.7","AANO","40","3","2010-09-29","Member","Marc","Lemay","Marc Lemay"
"30.8","AANO","40","3","2010-09-29","Member","Yvon","Lévesque","Yvon Lévesque"
"30.9","AANO","40","3","2010-09-29","Member","Anita","Neville","Anita Neville"
"30.10","AANO","40","3","2010-09-29","Member","LaVar","Payne","LaVar Payne"
"30.11","AANO","40","3","2010-09-29","Member","Greg","Rickford","Greg Rickford"
"30.12","AANO","40","3","2010-09-29","Member","John","Weston","John Weston"
"31.1","AANO","40","3","2011-02-03","Chair","Bruce","Stanton","Bruce Stanton"
"31.2","AANO","40","3","2011-02-03","Co-chair","Todd Norman","Russell","Todd Norman Russell"
"31.3","AANO","40","3","2011-02-03","Co-chair","Jean","Crowder","Jean Crowder"
"31.4","AANO","40","3","2011-02-03","Member","Larry","Bagnell","Larry Bagnell"
"31.5","AANO","40","3","2011-02-03","Member","Rob","Clarke","Rob Clarke"
"31.6","AANO","40","3","2011-02-03","Member","Earl","Dreeshen","Earl Dreeshen"
"31.7","AANO","40","3","2011-02-03","Member","Marc","Lemay","Marc Lemay"
"31.8","AANO","40","3","2011-02-03","Member","Yvon","Lévesque","Yvon Lévesque"
"31.9","AANO","40","3","2011-02-03","Member","Anita","Neville","Anita Neville"
"31.10","AANO","40","3","2011-02-03","Member","LaVar","Payne","LaVar Payne"
"31.11","AANO","40","3","2011-02-03","Member","Greg","Rickford","Greg Rickford"
"31.12","AANO","40","3","2011-02-03","Member","John","Weston","John Weston"
"32.1","AANO","40","3","2011-03-26","Chair","Bruce","Stanton","Bruce Stanton"
"32.2","AANO","40","3","2011-03-26","Co-chair","Todd Norman","Russell","Todd Norman Russell"
"32.3","AANO","40","3","2011-03-26","Co-chair","Jean","Crowder","Jean Crowder"
"32.4","AANO","40","3","2011-03-26","Member","Larry","Bagnell","Larry Bagnell"
"32.5","AANO","40","3","2011-03-26","Member","Rob","Clarke","Rob Clarke"
"32.6","AANO","40","3","2011-03-26","Member","Earl","Dreeshen","Earl Dreeshen"
"32.7","AANO","40","3","2011-03-26","Member","Marc","Lemay","Marc Lemay"
"32.8","AANO","40","3","2011-03-26","Member","Yvon","Lévesque","Yvon Lévesque"
"32.9","AANO","40","3","2011-03-26","Member","Anita","Neville","Anita Neville"
"32.10","AANO","40","3","2011-03-26","Member","LaVar","Payne","LaVar Payne"
"32.11","AANO","40","3","2011-03-26","Member","Greg","Rickford","Greg Rickford"
"32.12","AANO","40","3","2011-03-26","Member","John","Weston","John Weston"
"33.1","AANO","41","1","2011-06-13","Chair","Chris","Warkentin","Chris Warkentin"
"33.2","AANO","41","1","2011-06-13","Co-chair","Jean","Crowder","Jean Crowder"
"33.3","AANO","41","1","2011-06-13","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"33.4","AANO","41","1","2011-06-13","Member","Stella","Ambler","Stella Ambler"
"33.5","AANO","41","1","2011-06-13","Member","Dennis","Bevington","Dennis Bevington"
"33.6","AANO","41","1","2011-06-13","Member","Ray","Boughen","Ray Boughen"
"33.7","AANO","41","1","2011-06-13","Member","Rob","Clarke","Rob Clarke"
"33.8","AANO","41","1","2011-06-13","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"33.9","AANO","41","1","2011-06-13","Member","Jim","Hillyer","Jim Hillyer"
"33.10","AANO","41","1","2011-06-13","Member","Carol","Hughes","Carol Hughes"
"33.11","AANO","41","1","2011-06-13","Member","Greg","Rickford","Greg Rickford"
"33.12","AANO","41","1","2011-06-13","Member","Kyle","Seeback","Kyle Seeback"
"34.1","AANO","41","1","2011-06-23","Chair","Chris","Warkentin","Chris Warkentin"
"34.2","AANO","41","1","2011-06-23","Co-chair","Jean","Crowder","Jean Crowder"
"34.3","AANO","41","1","2011-06-23","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"34.4","AANO","41","1","2011-06-23","Member","Stella","Ambler","Stella Ambler"
"34.5","AANO","41","1","2011-06-23","Member","Dennis","Bevington","Dennis Bevington"
"34.6","AANO","41","1","2011-06-23","Member","Ray","Boughen","Ray Boughen"
"34.7","AANO","41","1","2011-06-23","Member","Rob","Clarke","Rob Clarke"
"34.8","AANO","41","1","2011-06-23","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"34.9","AANO","41","1","2011-06-23","Member","Jim","Hillyer","Jim Hillyer"
"34.10","AANO","41","1","2011-06-23","Member","Carol","Hughes","Carol Hughes"
"34.11","AANO","41","1","2011-06-23","Member","Greg","Rickford","Greg Rickford"
"34.12","AANO","41","1","2011-06-23","Member","Kyle","Seeback","Kyle Seeback"
"35.1","AANO","41","1","2011-11-02","Chair","Chris","Warkentin","Chris Warkentin"
"35.2","AANO","41","1","2011-11-02","Co-chair","Jean","Crowder","Jean Crowder"
"35.3","AANO","41","1","2011-11-02","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"35.4","AANO","41","1","2011-11-02","Member","Stella","Ambler","Stella Ambler"
"35.5","AANO","41","1","2011-11-02","Member","Dennis","Bevington","Dennis Bevington"
"35.6","AANO","41","1","2011-11-02","Member","Ray","Boughen","Ray Boughen"
"35.7","AANO","41","1","2011-11-02","Member","Rob","Clarke","Rob Clarke"
"35.8","AANO","41","1","2011-11-02","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"35.9","AANO","41","1","2011-11-02","Member","Jim","Hillyer","Jim Hillyer"
"35.10","AANO","41","1","2011-11-02","Member","Carol","Hughes","Carol Hughes"
"35.11","AANO","41","1","2011-11-02","Member","Greg","Rickford","Greg Rickford"
"35.12","AANO","41","1","2011-11-02","Member","Kyle","Seeback","Kyle Seeback"
"36.1","AANO","41","1","2012-04-23","Chair","Chris","Warkentin","Chris Warkentin"
"36.2","AANO","41","1","2012-04-23","Co-chair","Jean","Crowder","Jean Crowder"
"36.3","AANO","41","1","2012-04-23","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"36.4","AANO","41","1","2012-04-23","Member","Stella","Ambler","Stella Ambler"
"36.5","AANO","41","1","2012-04-23","Member","Dennis","Bevington","Dennis Bevington"
"36.6","AANO","41","1","2012-04-23","Member","Ray","Boughen","Ray Boughen"
"36.7","AANO","41","1","2012-04-23","Member","Rob","Clarke","Rob Clarke"
"36.8","AANO","41","1","2012-04-23","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"36.9","AANO","41","1","2012-04-23","Member","Jim","Hillyer","Jim Hillyer"
"36.10","AANO","41","1","2012-04-23","Member","Carol","Hughes","Carol Hughes"
"36.11","AANO","41","1","2012-04-23","Member","Greg","Rickford","Greg Rickford"
"36.12","AANO","41","1","2012-04-23","Member","Kyle","Seeback","Kyle Seeback"
"37.1","AANO","41","1","2012-05-03","Chair","Chris","Warkentin","Chris Warkentin"
"37.2","AANO","41","1","2012-05-03","Co-chair","Jean","Crowder","Jean Crowder"
"37.3","AANO","41","1","2012-05-03","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"37.4","AANO","41","1","2012-05-03","Member","Stella","Ambler","Stella Ambler"
"37.5","AANO","41","1","2012-05-03","Member","Dennis","Bevington","Dennis Bevington"
"37.6","AANO","41","1","2012-05-03","Member","Ray","Boughen","Ray Boughen"
"37.7","AANO","41","1","2012-05-03","Member","Rob","Clarke","Rob Clarke"
"37.8","AANO","41","1","2012-05-03","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"37.9","AANO","41","1","2012-05-03","Member","Jim","Hillyer","Jim Hillyer"
"37.10","AANO","41","1","2012-05-03","Member","Carol","Hughes","Carol Hughes"
"37.11","AANO","41","1","2012-05-03","Member","Greg","Rickford","Greg Rickford"
"37.12","AANO","41","1","2012-05-03","Member","Kyle","Seeback","Kyle Seeback"
"38.1","AANO","41","1","2012-09-20","Chair","Chris","Warkentin","Chris Warkentin"
"38.2","AANO","41","1","2012-09-20","Co-chair","Jean","Crowder","Jean Crowder"
"38.3","AANO","41","1","2012-09-20","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"38.4","AANO","41","1","2012-09-20","Member","Stella","Ambler","Stella Ambler"
"38.5","AANO","41","1","2012-09-20","Member","Dennis","Bevington","Dennis Bevington"
"38.6","AANO","41","1","2012-09-20","Member","Ray","Boughen","Ray Boughen"
"38.7","AANO","41","1","2012-09-20","Member","Rob","Clarke","Rob Clarke"
"38.8","AANO","41","1","2012-09-20","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"38.9","AANO","41","1","2012-09-20","Member","Jim","Hillyer","Jim Hillyer"
"38.10","AANO","41","1","2012-09-20","Member","Carol","Hughes","Carol Hughes"
"38.11","AANO","41","1","2012-09-20","Member","Greg","Rickford","Greg Rickford"
"38.12","AANO","41","1","2012-09-20","Member","Kyle","Seeback","Kyle Seeback"
"39.1","AANO","41","1","2012-09-26","Chair","Chris","Warkentin","Chris Warkentin"
"39.2","AANO","41","1","2012-09-26","Co-chair","Jean","Crowder","Jean Crowder"
"39.3","AANO","41","1","2012-09-26","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"39.4","AANO","41","1","2012-09-26","Member","Stella","Ambler","Stella Ambler"
"39.5","AANO","41","1","2012-09-26","Member","Dennis","Bevington","Dennis Bevington"
"39.6","AANO","41","1","2012-09-26","Member","Ray","Boughen","Ray Boughen"
"39.7","AANO","41","1","2012-09-26","Member","Rob","Clarke","Rob Clarke"
"39.8","AANO","41","1","2012-09-26","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"39.9","AANO","41","1","2012-09-26","Member","Jim","Hillyer","Jim Hillyer"
"39.10","AANO","41","1","2012-09-26","Member","Carol","Hughes","Carol Hughes"
"39.11","AANO","41","1","2012-09-26","Member","Greg","Rickford","Greg Rickford"
"39.12","AANO","41","1","2012-09-26","Member","Kyle","Seeback","Kyle Seeback"
"40.1","AANO","41","1","2013-01-28","Chair","Chris","Warkentin","Chris Warkentin"
"40.2","AANO","41","1","2013-01-28","Co-chair","Jean","Crowder","Jean Crowder"
"40.3","AANO","41","1","2013-01-28","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"40.4","AANO","41","1","2013-01-28","Member","Stella","Ambler","Stella Ambler"
"40.5","AANO","41","1","2013-01-28","Member","Dennis","Bevington","Dennis Bevington"
"40.6","AANO","41","1","2013-01-28","Member","Ray","Boughen","Ray Boughen"
"40.7","AANO","41","1","2013-01-28","Member","Rob","Clarke","Rob Clarke"
"40.8","AANO","41","1","2013-01-28","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"40.9","AANO","41","1","2013-01-28","Member","Jim","Hillyer","Jim Hillyer"
"40.10","AANO","41","1","2013-01-28","Member","Carol","Hughes","Carol Hughes"
"40.11","AANO","41","1","2013-01-28","Member","Greg","Rickford","Greg Rickford"
"40.12","AANO","41","1","2013-01-28","Member","Kyle","Seeback","Kyle Seeback"
"41.1","AANO","41","1","2013-02-25","Chair","Chris","Warkentin","Chris Warkentin"
"41.2","AANO","41","1","2013-02-25","Co-chair","Jean","Crowder","Jean Crowder"
"41.3","AANO","41","1","2013-02-25","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"41.4","AANO","41","1","2013-02-25","Member","Stella","Ambler","Stella Ambler"
"41.5","AANO","41","1","2013-02-25","Member","Dennis","Bevington","Dennis Bevington"
"41.6","AANO","41","1","2013-02-25","Member","Ray","Boughen","Ray Boughen"
"41.7","AANO","41","1","2013-02-25","Member","Rob","Clarke","Rob Clarke"
"41.8","AANO","41","1","2013-02-25","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"41.9","AANO","41","1","2013-02-25","Member","Jim","Hillyer","Jim Hillyer"
"41.10","AANO","41","1","2013-02-25","Member","Carol","Hughes","Carol Hughes"
"41.11","AANO","41","1","2013-02-25","Member","Greg","Rickford","Greg Rickford"
"41.12","AANO","41","1","2013-02-25","Member","Kyle","Seeback","Kyle Seeback"
"42.1","AANO","41","1","2013-06-07","Chair","Chris","Warkentin","Chris Warkentin"
"42.2","AANO","41","1","2013-06-07","Co-chair","Jean","Crowder","Jean Crowder"
"42.3","AANO","41","1","2013-06-07","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"42.4","AANO","41","1","2013-06-07","Member","Stella","Ambler","Stella Ambler"
"42.5","AANO","41","1","2013-06-07","Member","Dennis","Bevington","Dennis Bevington"
"42.6","AANO","41","1","2013-06-07","Member","Ray","Boughen","Ray Boughen"
"42.7","AANO","41","1","2013-06-07","Member","Rob","Clarke","Rob Clarke"
"42.8","AANO","41","1","2013-06-07","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"42.9","AANO","41","1","2013-06-07","Member","Jim","Hillyer","Jim Hillyer"
"42.10","AANO","41","1","2013-06-07","Member","Carol","Hughes","Carol Hughes"
"42.11","AANO","41","1","2013-06-07","Member","Greg","Rickford","Greg Rickford"
"42.12","AANO","41","1","2013-06-07","Member","Kyle","Seeback","Kyle Seeback"
"43.1","AANO","41","1","2013-09-13","Chair","Chris","Warkentin","Chris Warkentin"
"43.2","AANO","41","1","2013-09-13","Co-chair","Jean","Crowder","Jean Crowder"
"43.3","AANO","41","1","2013-09-13","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"43.4","AANO","41","1","2013-09-13","Member","Stella","Ambler","Stella Ambler"
"43.5","AANO","41","1","2013-09-13","Member","Dennis","Bevington","Dennis Bevington"
"43.6","AANO","41","1","2013-09-13","Member","Ray","Boughen","Ray Boughen"
"43.7","AANO","41","1","2013-09-13","Member","Rob","Clarke","Rob Clarke"
"43.8","AANO","41","1","2013-09-13","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"43.9","AANO","41","1","2013-09-13","Member","Jim","Hillyer","Jim Hillyer"
"43.10","AANO","41","1","2013-09-13","Member","Carol","Hughes","Carol Hughes"
"43.11","AANO","41","1","2013-09-13","Member","Greg","Rickford","Greg Rickford"
"43.12","AANO","41","1","2013-09-13","Member","Kyle","Seeback","Kyle Seeback"
"44.1","AANO","41","2","2013-10-22","Chair","Blake","Richards","Blake Richards"
"44.2","AANO","41","2","2013-10-22","Co-chair","Niki","Ashton","Niki Ashton"
"44.3","AANO","41","2","2013-10-22","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"44.4","AANO","41","2","2013-10-22","Member","John","Barlow","John Barlow"
"44.5","AANO","41","2","2013-10-22","Member","Rob","Clarke","Rob Clarke"
"44.6","AANO","41","2","2013-10-22","Member","Earl","Dreeshen","Earl Dreeshen"
"44.7","AANO","41","2","2013-10-22","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"44.8","AANO","41","2","2013-10-22","Member","Carol","Hughes","Carol Hughes"
"44.9","AANO","41","2","2013-10-22","Member","Kyle","Seeback","Kyle Seeback"
"44.10","AANO","41","2","2013-10-22","Member","Mark","Strahl","Mark Strahl"
"45.1","AANO","41","2","2013-10-29","Chair","Blake","Richards","Blake Richards"
"45.2","AANO","41","2","2013-10-29","Co-chair","Niki","Ashton","Niki Ashton"
"45.3","AANO","41","2","2013-10-29","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"45.4","AANO","41","2","2013-10-29","Member","John","Barlow","John Barlow"
"45.5","AANO","41","2","2013-10-29","Member","Rob","Clarke","Rob Clarke"
"45.6","AANO","41","2","2013-10-29","Member","Earl","Dreeshen","Earl Dreeshen"
"45.7","AANO","41","2","2013-10-29","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"45.8","AANO","41","2","2013-10-29","Member","Carol","Hughes","Carol Hughes"
"45.9","AANO","41","2","2013-10-29","Member","Kyle","Seeback","Kyle Seeback"
"45.10","AANO","41","2","2013-10-29","Member","Mark","Strahl","Mark Strahl"
"46.1","AANO","41","2","2014-02-24","Chair","Blake","Richards","Blake Richards"
"46.2","AANO","41","2","2014-02-24","Co-chair","Niki","Ashton","Niki Ashton"
"46.3","AANO","41","2","2014-02-24","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"46.4","AANO","41","2","2014-02-24","Member","John","Barlow","John Barlow"
"46.5","AANO","41","2","2014-02-24","Member","Rob","Clarke","Rob Clarke"
"46.6","AANO","41","2","2014-02-24","Member","Earl","Dreeshen","Earl Dreeshen"
"46.7","AANO","41","2","2014-02-24","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"46.8","AANO","41","2","2014-02-24","Member","Carol","Hughes","Carol Hughes"
"46.9","AANO","41","2","2014-02-24","Member","Kyle","Seeback","Kyle Seeback"
"46.10","AANO","41","2","2014-02-24","Member","Mark","Strahl","Mark Strahl"
"47.1","AANO","41","2","2014-02-25","Chair","Blake","Richards","Blake Richards"
"47.2","AANO","41","2","2014-02-25","Co-chair","Niki","Ashton","Niki Ashton"
"47.3","AANO","41","2","2014-02-25","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"47.4","AANO","41","2","2014-02-25","Member","John","Barlow","John Barlow"
"47.5","AANO","41","2","2014-02-25","Member","Rob","Clarke","Rob Clarke"
"47.6","AANO","41","2","2014-02-25","Member","Earl","Dreeshen","Earl Dreeshen"
"47.7","AANO","41","2","2014-02-25","Member","Jonathan","Genest-Jourdain","Jonathan Genest-Jourdain"
"47.8","AANO","41","2","2014-02-25","Member","Carol","Hughes","Carol Hughes"
"47.9","AANO","41","2","2014-02-25","Member","Kyle","Seeback","Kyle Seeback"
"47.10","AANO","41","2","2014-02-25","Member","Mark","Strahl","Mark Strahl"
"48.1","AANO","41","2","2014-11-19","Chair","Blake","Richards","Blake Richards"
"48.2","AANO","41","2","2014-11-19","Co-chair","Niki","Ashton","Niki Ashton"
"48.3","AANO","41","2","2014-11-19","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"48.4","AANO","41","2","2014-11-19","Member","John","Barlow","John Barlow"
"48.5","AANO","41","2","2014-11-19","Member","Rob","Clarke","Rob Clarke"
