"","committee_acronym","parliament_number","session_number","date_change","position","full_name"
"42.99","BILI","41","1","2011-09-27","Associate Member","Mark Strahl"
"42.100","BILI","41","1","2011-09-27","Associate Member","David Sweet"
"42.101","BILI","41","1","2011-09-27","Associate Member","David Tilson"
"42.102","BILI","41","1","2011-09-27","Associate Member","Lawrence Toet"
"42.103","BILI","41","1","2011-09-27","Associate Member","Brad Trost"
"42.104","BILI","41","1","2011-09-27","Associate Member","Bernard Trottier"
"42.105","BILI","41","1","2011-09-27","Associate Member","Susan Truppe"
"42.106","BILI","41","1","2011-09-27","Associate Member","Merv Tweed"
"42.107","BILI","41","1","2011-09-27","Associate Member","Dave Van Kesteren"
"42.108","BILI","41","1","2011-09-27","Associate Member","Maurice Vellacott"
"42.109","BILI","41","1","2011-09-27","Associate Member","Mike Wallace"
"42.110","BILI","41","1","2011-09-27","Associate Member","Mark Warawa"
"42.111","BILI","41","1","2011-09-27","Associate Member","Chris Warkentin"
"42.112","BILI","41","1","2011-09-27","Associate Member","Jeff Watson"
"42.113","BILI","41","1","2011-09-27","Associate Member","John Weston"
"42.114","BILI","41","1","2011-09-27","Associate Member","Rodney Weston"
"42.115","BILI","41","1","2011-09-27","Associate Member","David Wilks"
"42.116","BILI","41","1","2011-09-27","Associate Member","John Williamson"
"42.117","BILI","41","1","2011-09-27","Associate Member","Stephen Woodworth"
"42.118","BILI","41","1","2011-09-27","Associate Member","Wai Young"
"42.119","BILI","41","1","2011-09-27","Associate Member","Mauril Bélanger"
"42.120","BILI","41","1","2011-09-27","Associate Member","Ted Hsu"
"43.1","BILI","41","1","2011-09-29","Associate Member","Eve Adams"
"43.2","BILI","41","1","2011-09-29","Associate Member","Mark Adler"
"43.3","BILI","41","1","2011-09-29","Associate Member","Dan Albas"
"43.4","BILI","41","1","2011-09-29","Associate Member","Harold Albrecht"
"43.5","BILI","41","1","2011-09-29","Associate Member","Chris Alexander"
"43.6","BILI","41","1","2011-09-29","Associate Member","Mike Allen"
"43.7","BILI","41","1","2011-09-29","Associate Member","Dean Allison"
"43.8","BILI","41","1","2011-09-29","Associate Member","Stella Ambler"
"43.9","BILI","41","1","2011-09-29","Associate Member","Rob Anders"
"43.10","BILI","41","1","2011-09-29","Associate Member","David Anderson"
"43.11","BILI","41","1","2011-09-29","Associate Member","Scott Armstrong"
"43.12","BILI","41","1","2011-09-29","Associate Member","Jay Aspin"
"43.13","BILI","41","1","2011-09-29","Associate Member","Joyce Bateman"
"43.14","BILI","41","1","2011-09-29","Associate Member","Leon Benoit"
"43.15","BILI","41","1","2011-09-29","Associate Member","Candice Bergen"
"43.16","BILI","41","1","2011-09-29","Associate Member","James Bezan"
"43.17","BILI","41","1","2011-09-29","Associate Member","Kelly Block"
"43.18","BILI","41","1","2011-09-29","Associate Member","Ray Boughen"
"43.19","BILI","41","1","2011-09-29","Associate Member","Peter Braid"
"43.20","BILI","41","1","2011-09-29","Associate Member","Garry Breitkreuz"
"43.21","BILI","41","1","2011-09-29","Associate Member","Gordon Brown"
"43.22","BILI","41","1","2011-09-29","Associate Member","Lois Brown"
"43.23","BILI","41","1","2011-09-29","Associate Member","Patrick Brown"
"43.24","BILI","41","1","2011-09-29","Associate Member","Brad Butt"
"43.25","BILI","41","1","2011-09-29","Associate Member","Paul Calandra"
"43.26","BILI","41","1","2011-09-29","Associate Member","Blaine Calkins"
"43.27","BILI","41","1","2011-09-29","Associate Member","Ron Cannan"
"43.28","BILI","41","1","2011-09-29","Associate Member","John Carmichael"
"43.29","BILI","41","1","2011-09-29","Associate Member","Colin Carrie"
"43.30","BILI","41","1","2011-09-29","Associate Member","Michael Chong"
"43.31","BILI","41","1","2011-09-29","Associate Member","Rob Clarke"
"43.32","BILI","41","1","2011-09-29","Associate Member","Joe Daniel"
"43.33","BILI","41","1","2011-09-29","Associate Member","Patricia Davidson"
"43.34","BILI","41","1","2011-09-29","Associate Member","Bob Dechert"
"43.35","BILI","41","1","2011-09-29","Associate Member","Dean Del Mastro"
"43.36","BILI","41","1","2011-09-29","Associate Member","Earl Dreeshen"
"43.37","BILI","41","1","2011-09-29","Associate Member","Rick Dykstra"
"43.38","BILI","41","1","2011-09-29","Associate Member","Kerry-Lynne D. Findlay"
"43.39","BILI","41","1","2011-09-29","Associate Member","Cheryl Gallant"
"43.40","BILI","41","1","2011-09-29","Associate Member","Parm Gill"
"43.41","BILI","41","1","2011-09-29","Associate Member","Shelly Glover"
"43.42","BILI","41","1","2011-09-29","Associate Member","Robert Goguen"
"43.43","BILI","41","1","2011-09-29","Associate Member","Peter Goldring"
"43.44","BILI","41","1","2011-09-29","Associate Member","Jacques Gourde"
"43.45","BILI","41","1","2011-09-29","Associate Member","Nina Grewal"
"43.46","BILI","41","1","2011-09-29","Associate Member","Richard Harris"
"43.47","BILI","41","1","2011-09-29","Associate Member","Laurie Hawn"
"43.48","BILI","41","1","2011-09-29","Associate Member","Bryan Hayes"
"43.49","BILI","41","1","2011-09-29","Associate Member","Russ Hiebert"
"43.50","BILI","41","1","2011-09-29","Associate Member","Randy Hoback"
"43.51","BILI","41","1","2011-09-29","Associate Member","Ed Holder"
"43.52","BILI","41","1","2011-09-29","Associate Member","Roxanne James"
"43.53","BILI","41","1","2011-09-29","Associate Member","Brian Jean"
"43.54","BILI","41","1","2011-09-29","Associate Member","Randy Kamp"
"43.55","BILI","41","1","2011-09-29","Associate Member","Gerald Keddy"
"43.56","BILI","41","1","2011-09-29","Associate Member","Greg Kerr"
"43.57","BILI","41","1","2011-09-29","Associate Member","Ed Komarnicki"
"43.58","BILI","41","1","2011-09-29","Associate Member","Daryl Kramp"
"43.59","BILI","41","1","2011-09-29","Associate Member","Mike Lake"
"43.60","BILI","41","1","2011-09-29","Associate Member","Guy Lauzon"
"43.61","BILI","41","1","2011-09-29","Associate Member","Ryan Leef"
"43.62","BILI","41","1","2011-09-29","Associate Member","Kellie Leitch"
"43.63","BILI","41","1","2011-09-29","Associate Member","Pierre Lemieux"
"43.64","BILI","41","1","2011-09-29","Associate Member","Chungsen Leung"
"43.65","BILI","41","1","2011-09-29","Associate Member","Wladyslaw Lizon"
"43.66","BILI","41","1","2011-09-29","Associate Member","Ben Lobb"
"43.67","BILI","41","1","2011-09-29","Associate Member","Tom Lukiwski"
"43.68","BILI","41","1","2011-09-29","Associate Member","James Lunney"
"43.69","BILI","41","1","2011-09-29","Associate Member","Dave MacKenzie"
"43.70","BILI","41","1","2011-09-29","Associate Member","Colin Mayes"
"43.71","BILI","41","1","2011-09-29","Associate Member","Phil McColeman"
"43.72","BILI","41","1","2011-09-29","Associate Member","Cathy McLeod"
"43.73","BILI","41","1","2011-09-29","Associate Member","Costas Menegakis"
"43.74","BILI","41","1","2011-09-29","Associate Member","Rob Merrifield"
"43.75","BILI","41","1","2011-09-29","Associate Member","Larry Miller"
"43.76","BILI","41","1","2011-09-29","Associate Member","Rob Moore"
"43.77","BILI","41","1","2011-09-29","Associate Member","Rick Norlock"
"43.78","BILI","41","1","2011-09-29","Associate Member","Deepak Obhrai"
"43.79","BILI","41","1","2011-09-29","Associate Member","Tilly O'Neill Gordon"
"43.80","BILI","41","1","2011-09-29","Associate Member","Ted Opitz"
"43.81","BILI","41","1","2011-09-29","Associate Member","LaVar Payne"
"43.82","BILI","41","1","2011-09-29","Associate Member","Pierre Poilievre"
"43.83","BILI","41","1","2011-09-29","Associate Member","Joe Preston"
"43.84","BILI","41","1","2011-09-29","Associate Member","James Rajotte"
"43.85","BILI","41","1","2011-09-29","Associate Member","Brent Rathgeber"
"43.86","BILI","41","1","2011-09-29","Associate Member","Scott Reid"
"43.87","BILI","41","1","2011-09-29","Associate Member","Michelle Rempel"
"43.88","BILI","41","1","2011-09-29","Associate Member","Lee Richardson"
"43.89","BILI","41","1","2011-09-29","Associate Member","Greg Rickford"
"43.90","BILI","41","1","2011-09-29","Associate Member","Andrew Saxton"
"43.91","BILI","41","1","2011-09-29","Associate Member","Gary Schellenberger"
"43.92","BILI","41","1","2011-09-29","Associate Member","Kyle Seeback"
"43.93","BILI","41","1","2011-09-29","Associate Member","Bev Shipley"
"43.94","BILI","41","1","2011-09-29","Associate Member","Devinder Shory"
"43.95","BILI","41","1","2011-09-29","Associate Member","Joy Smith"
"43.96","BILI","41","1","2011-09-29","Associate Member","Robert Sopuck"
"43.97","BILI","41","1","2011-09-29","Associate Member","Kevin Sorenson"
"43.98","BILI","41","1","2011-09-29","Associate Member","Brian Storseth"
